,Unnamed: 0_x,label,onset,duration,amp,avg_vel,med_vel,peak_vel,start_x,start_y,end_x,end_y,ind_id_fn,ID,Gender,DoB,ROI1,ROI2,ROI3,Version,Valid,Valid Freeviewing
42442,17,SACC,7.324000120162964,0.067,155.131,130276.175,131355.33,156206.487,1129.1,654.4,1163.8,805.6,20210817112146232,202108171121462,MALE,1976,Mermaid,Elephant,WomanOnBoat,2,True,True
42443,18,FIXA,7.391000032424927,0.084,80.389,54299.809,48793.907,82508.923,1163.8,805.6,1148.4,726.7,20210817112146232,202108171121462,MALE,1976,Mermaid,Elephant,WomanOnBoat,2,True,True
42444,19,SACC,7.4750001430511475,0.3,662.098,133083.343,124403.72,229039.263,1148.4,726.7,1087.6,67.4,20210817112146232,202108171121462,MALE,1976,Mermaid,Elephant,WomanOnBoat,2,True,True
42445,20,FIXA,7.775000095367432,0.333,171.207,39151.182,32624.601,93433.628,1087.6,67.4,1089.1,-103.8,20210817112146232,202108171121462,MALE,1976,Mermaid,Elephant,WomanOnBoat,2,True,True
42446,21,SACC,8.108000040054321,0.084,157.68,111951.546,115669.974,120658.326,1089.1,-103.8,1148.9,42.1,20210817112146232,202108171121462,MALE,1976,Mermaid,Elephant,WomanOnBoat,2,True,True
42447,22,FIXA,8.192000150680542,1.752,698.219,33591.289,28029.207,94264.593,1148.9,42.1,1727.1,433.5,20210817112146232,202108171121462,MALE,1976,Mermaid,Elephant,WomanOnBoat,2,True,True
42474,0,FIXA,0.0169999599456787,0.567,150.723,27975.266,28765.78,60055.537,740.3,514.8,889.1,538.8,20210817123815098,202108171238150,FEMALE,1989,Turtle,Woman,Pierce,2,True,True
42475,1,SACC,0.5839998722076416,0.35,540.75,99068.115,99928.41,121726.753,889.1,538.8,1381.0,314.2,20210817123815098,202108171238150,FEMALE,1989,Turtle,Woman,Pierce,2,True,True
42476,2,FIXA,0.9340000152587892,0.234,81.41,24447.504,19895.295,57300.197,1381.0,314.2,1461.9,305.1,20210817123815098,202108171238150,FEMALE,1989,Turtle,Woman,Pierce,2,True,True
42477,3,SACC,1.1679999828338623,0.45,854.95,114546.439,113505.018,180746.406,1461.9,305.1,615.3,185.9,20210817123815098,202108171238150,FEMALE,1989,Turtle,Woman,Pierce,2,True,True
42478,4,FIXA,1.618000030517578,0.834,388.153,30466.397,27610.611,59617.373,615.3,185.9,237.0,272.8,20210817123815098,202108171238150,FEMALE,1989,Turtle,Woman,Pierce,2,True,True
42479,5,SACC,2.45199990272522,0.083,91.218,66887.044,68470.422,70121.304,237.0,272.8,247.6,363.4,20210817123815098,202108171238150,FEMALE,1989,Turtle,Woman,Pierce,2,True,True
42480,6,FIXA,2.5349998474121094,1.586,615.226,28363.438,26956.951,57832.43,247.6,363.4,270.5,978.2,20210817123815098,202108171238150,FEMALE,1989,Turtle,Woman,Pierce,2,True,True
42481,7,SACC,4.121000051498413,0.333,872.785,157270.885,147453.793,272950.087,270.5,978.2,1136.8,872.0,20210817123815098,202108171238150,FEMALE,1989,Turtle,Woman,Pierce,2,True,True
42482,8,FIXA,4.453999996185303,0.851,76.156,23454.093,23888.409,60538.043,1136.8,872.0,1199.1,915.8,20210817123815098,202108171238150,FEMALE,1989,Turtle,Woman,Pierce,2,True,True
42483,9,SACC,5.304999828338623,0.25,516.921,125383.365,120008.122,186144.187,1199.1,915.8,1652.7,667.9,20210817123815098,202108171238150,FEMALE,1989,Turtle,Woman,Pierce,2,True,True
42484,10,FIXA,5.554999828338623,0.701,172.512,29393.521,27002.603,58562.051,1652.7,667.9,1509.1,572.3,20210817123815098,202108171238150,FEMALE,1989,Turtle,Woman,Pierce,2,True,True
42485,11,SACC,6.25600004196167,0.117,144.383,73895.702,74070.958,81988.412,1509.1,572.3,1550.9,434.1,20210817123815098,202108171238150,FEMALE,1989,Turtle,Woman,Pierce,2,True,True
42486,12,FIXA,6.372999906539917,1.618,227.016,20236.136,18696.412,56816.538,1550.9,434.1,1700.9,263.7,20210817123815098,202108171238150,FEMALE,1989,Turtle,Woman,Pierce,2,True,True
42487,13,SACC,7.990999937057495,0.301,733.171,146037.304,146056.309,235524.159,1700.9,263.7,979.4,133.4,20210817123815098,202108171238150,FEMALE,1989,Turtle,Woman,Pierce,2,True,True
42488,14,FIXA,8.29200005531311,1.701,391.578,15304.061,2541.481,60410.041,979.4,133.4,597.7,220.8,20210817123815098,202108171238150,FEMALE,1989,Turtle,Woman,Pierce,2,True,True
42523,0,FIXA,0.0170001983642578,1.985,303.67,57366.367,45894.599,157977.779,929.3,548.6,1120.4,784.6,20210817131335165,202108171313351,MALE,2000,WomanOnBoat,Man,Octopus,2,True,True
42524,1,SACC,2.002000093460083,0.117,400.7,204678.107,201275.033,232206.427,1120.4,784.6,1429.9,530.1,20210817131335165,202108171313351,MALE,2000,WomanOnBoat,Man,Octopus,2,True,True
42525,2,FIXA,2.119000196456909,1.085,241.966,30543.575,10781.188,148839.713,1429.9,530.1,1443.2,288.5,20210817131335165,202108171313351,MALE,2000,WomanOnBoat,Man,Octopus,2,True,True
42526,3,SACC,3.2039999961853027,0.167,612.241,224160.16,236211.944,263800.79,1443.2,288.5,839.0,189.6,20210817131335165,202108171313351,MALE,2000,WomanOnBoat,Man,Octopus,2,True,True
42527,4,FIXA,3.371000051498413,1.935,946.183,44403.793,36515.506,143274.128,839.0,189.6,229.0,912.9,20210817131335165,202108171313351,MALE,2000,WomanOnBoat,Man,Octopus,2,True,True
42528,5,SACC,5.305999994277954,0.133,425.016,191395.06,193469.593,219658.268,229.0,912.9,631.5,776.4,20210817131335165,202108171313351,MALE,2000,WomanOnBoat,Man,Octopus,2,True,True
42529,6,FIXA,5.439000129699707,0.184,275.755,102967.319,105457.572,138739.439,631.5,776.4,886.4,671.2,20210817131335165,202108171313351,MALE,2000,WomanOnBoat,Man,Octopus,2,True,True
42530,7,SACC,5.623000144958496,0.1,315.142,187651.532,191592.139,205986.72,886.4,671.2,716.0,406.1,20210817131335165,202108171313351,MALE,2000,WomanOnBoat,Man,Octopus,2,True,True
42531,8,FIXA,5.7230000495910645,0.434,392.658,67257.013,58753.937,150438.296,716.0,406.1,522.2,64.6,20210817131335165,202108171313351,MALE,2000,WomanOnBoat,Man,Octopus,2,True,True
42532,9,SACC,6.1570000648498535,0.116,365.515,189091.961,193136.196,217920.868,522.2,64.6,747.4,352.5,20210817131335165,202108171313351,MALE,2000,WomanOnBoat,Man,Octopus,2,True,True
42533,10,FIXA,6.273000001907349,0.768,464.994,57834.198,47697.109,145479.981,747.4,352.5,962.6,764.7,20210817131335165,202108171313351,MALE,2000,WomanOnBoat,Man,Octopus,2,True,True
42534,11,SACC,7.041000127792358,0.15,533.649,215495.727,228611.422,272529.324,962.6,764.7,655.6,328.2,20210817131335165,202108171313351,MALE,2000,WomanOnBoat,Man,Octopus,2,True,True
42535,12,FIXA,7.190999984741211,0.317,293.947,75819.201,73412.097,136320.742,655.6,328.2,571.3,46.6,20210817131335165,202108171313351,MALE,2000,WomanOnBoat,Man,Octopus,2,True,True
42536,13,SACC,7.508000135421753,0.067,177.886,158915.822,158274.441,168286.918,571.3,46.6,747.0,74.4,20210817131335165,202108171313351,MALE,2000,WomanOnBoat,Man,Octopus,2,True,True
42537,14,FIXA,7.575000047683716,1.018,358.772,81472.573,75691.045,173220.631,747.0,74.4,916.7,390.5,20210817131335165,202108171313351,MALE,2000,WomanOnBoat,Man,Octopus,2,True,True
42538,15,SACC,8.593000173568726,0.099,295.7,177800.088,180681.589,202349.382,916.7,390.5,1137.4,587.3,20210817131335165,202108171313351,MALE,2000,WomanOnBoat,Man,Octopus,2,True,True
42539,16,FIXA,8.692000150680542,1.302,254.18,34928.133,23073.284,144231.318,1137.4,587.3,1096.7,838.2,20210817131335165,202108171313351,MALE,2000,WomanOnBoat,Man,Octopus,2,True,True
42574,0,FIXA,0.0170001983642578,2.168,925.685,56587.559,47061.288,139453.914,933.5,459.4,141.2,938.1,20210817133810922,202108171338109,MALE,1977,WomanOnBoat,Mermaid,Spaceship,2,True,True
42575,1,none,2.18500018119812,0.05,123.603,150410.082,154478.852,155918.577,141.2,938.1,142.1,814.5,20210817133810922,202108171338109,MALE,1977,WomanOnBoat,Mermaid,Spaceship,2,True,True
42576,2,FIXA,2.2350001335144043,0.568,710.851,83249.6,75660.81,130961.58,142.1,814.5,530.9,219.4,20210817133810922,202108171338109,MALE,1977,WomanOnBoat,Mermaid,Spaceship,2,True,True
42577,3,SACC,2.8030002117156982,0.099,262.335,159815.658,158655.018,176726.063,530.9,219.4,791.3,187.6,20210817133810922,202108171338109,MALE,1977,WomanOnBoat,Mermaid,Spaceship,2,True,True
42578,4,FIXA,2.902000188827514,3.17,561.62,46963.046,45122.803,133507.697,791.3,187.6,754.3,748.0,20210817133810922,202108171338109,MALE,1977,WomanOnBoat,Mermaid,Spaceship,2,True,True
42579,5,none,6.072000026702881,0.05,121.977,146602.402,147754.414,150612.029,754.3,748.0,663.1,829.0,20210817133810922,202108171338109,MALE,1977,WomanOnBoat,Mermaid,Spaceship,2,True,True
42580,6,FIXA,6.122000217437744,0.467,269.264,56782.042,45454.821,135351.368,663.1,829.0,420.2,945.2,20210817133810922,202108171338109,MALE,1977,WomanOnBoat,Mermaid,Spaceship,2,True,True
42581,7,SACC,6.589000225067139,0.083,219.58,162372.743,165555.965,178658.973,420.2,945.2,551.9,769.5,20210817133810922,202108171338109,MALE,1977,WomanOnBoat,Mermaid,Spaceship,2,True,True
42582,8,FIXA,6.672000169754028,2.82,723.317,29164.194,15434.909,130790.745,551.9,769.5,485.9,49.2,20210817133810922,202108171338109,MALE,1977,WomanOnBoat,Mermaid,Spaceship,2,True,True
42583,9,none,9.492000102996826,0.05,120.551,147859.547,148029.699,148735.119,485.9,49.2,523.0,163.9,20210817133810922,202108171338109,MALE,1977,WomanOnBoat,Mermaid,Spaceship,2,True,True
42584,10,FIXA,9.54200005531311,0.15,261.599,104104.17,103146.574,134246.192,523.0,163.9,578.7,419.5,20210817133810922,202108171338109,MALE,1977,WomanOnBoat,Mermaid,Spaceship,2,True,True
42585,11,SACC,9.692000150680542,0.067,168.49,156320.307,159676.271,168215.036,578.7,419.5,557.1,586.6,20210817133810922,202108171338109,MALE,1977,WomanOnBoat,Mermaid,Spaceship,2,True,True
42586,12,FIXA,9.759000062942505,0.234,306.799,84713.105,84456.608,119757.165,557.1,586.6,433.5,867.4,20210817133810922,202108171338109,MALE,1977,WomanOnBoat,Mermaid,Spaceship,2,True,True
42587,0,FIXA,0.0169999599456787,1.101,404.923,56519.279,56822.744,87698.148,827.7,491.3,432.5,403.1,20210817134824334,202108171348243,FEMALE,1999,FatherSonBoat,WomanOnBoat,Woman,2,True,True
42588,1,SACC,1.118000030517578,0.066,107.608,100369.369,101865.561,105886.413,432.5,403.1,540.1,404.4,20210817134824334,202108171348243,FEMALE,1999,FatherSonBoat,WomanOnBoat,Woman,2,True,True
42589,2,FIXA,1.184000015258789,0.901,657.285,48628.964,46090.324,82686.071,540.1,404.4,1143.3,665.5,20210817134824334,202108171348243,FEMALE,1999,FatherSonBoat,WomanOnBoat,Woman,2,True,True
42590,3,none,2.0850000381469727,0.05,84.501,106172.335,104077.206,116663.259,1143.3,665.5,1202.7,725.6,20210817134824334,202108171348243,FEMALE,1999,FatherSonBoat,WomanOnBoat,Woman,2,True,True
42591,4,FIXA,2.134999990463257,2.069,536.829,38435.04,38273.872,88675.623,1202.7,725.6,1437.0,242.6,20210817134824334,202108171348243,FEMALE,1999,FatherSonBoat,WomanOnBoat,Woman,2,True,True
42592,5,SACC,4.203999996185303,0.1,172.759,105872.172,110649.089,113335.235,1437.0,242.6,1282.4,165.5,20210817134824334,202108171348243,FEMALE,1999,FatherSonBoat,WomanOnBoat,Woman,2,True,True
42593,6,FIXA,4.303999900817871,0.517,399.912,46931.3,42903.158,88060.969,1282.4,165.5,883.6,135.7,20210817134824334,202108171348243,FEMALE,1999,FatherSonBoat,WomanOnBoat,Woman,2,True,True
42594,7,SACC,4.82099986076355,0.084,141.287,103108.655,106103.003,109717.553,883.6,135.7,745.6,166.0,20210817134824334,202108171348243,FEMALE,1999,FatherSonBoat,WomanOnBoat,Woman,2,True,True
42595,8,FIXA,4.9049999713897705,1.818,511.933,31218.805,27934.306,87284.384,745.6,166.0,319.8,450.2,20210817134824334,202108171348243,FEMALE,1999,FatherSonBoat,WomanOnBoat,Woman,2,True,True
42596,9,SACC,6.7230000495910645,0.133,247.635,112772.199,115628.71,130070.867,319.8,450.2,237.9,683.9,20210817134824334,202108171348243,FEMALE,1999,FatherSonBoat,WomanOnBoat,Woman,2,True,True
42597,10,FIXA,6.855999946594238,0.568,154.579,35597.504,33153.291,89368.29,237.9,683.9,258.5,837.1,20210817134824334,202108171348243,FEMALE,1999,FatherSonBoat,WomanOnBoat,Woman,2,True,True
42598,11,SACC,7.424000024795532,0.083,140.532,104603.022,103575.1,115435.827,258.5,837.1,214.3,703.7,20210817134824334,202108171348243,FEMALE,1999,FatherSonBoat,WomanOnBoat,Woman,2,True,True
42599,12,FIXA,7.506999969482422,1.652,263.94,22831.911,18003.369,81307.95,214.3,703.7,467.8,630.2,20210817134824334,202108171348243,FEMALE,1999,FatherSonBoat,WomanOnBoat,Woman,2,True,True
42600,13,SACC,9.158999919891356,0.183,365.349,121031.234,123106.72,142323.29,467.8,630.2,811.1,505.2,20210817134824334,202108171348243,FEMALE,1999,FatherSonBoat,WomanOnBoat,Woman,2,True,True
42601,14,FIXA,9.342000007629396,0.651,558.806,54244.235,53064.074,91071.421,811.1,505.2,1365.3,433.6,20210817134824334,202108171348243,FEMALE,1999,FatherSonBoat,WomanOnBoat,Woman,2,True,True
42659,0,FIXA,0.0169999599456787,0.5,194.169,30734.281,28772.181,90487.078,710.4,438.1,685.0,630.6,20210817141100389,202108171411003,MALE,1990,Man,Elephant,Spaceship,2,True,True
42660,1,SACC,0.5169999599456787,0.1,301.703,178018.178,178849.026,208548.683,685.0,630.6,977.0,706.5,20210817141100389,202108171411003,MALE,1990,Man,Elephant,Spaceship,2,True,True
42661,2,FIXA,0.6169998645782471,0.5,420.3,54268.431,39559.79,134443.806,977.0,706.5,1390.5,781.8,20210817141100389,202108171411003,MALE,1990,Man,Elephant,Spaceship,2,True,True
42662,3,SACC,1.116999864578247,0.1,271.841,163057.822,159754.516,188296.39,1390.5,781.8,1618.0,633.0,20210817141100389,202108171411003,MALE,1990,Man,Elephant,Spaceship,2,True,True
42663,4,FIXA,1.2170000076293943,1.285,439.777,38941.816,23201.072,138808.996,1618.0,633.0,1602.4,193.5,20210817141100389,202108171411003,MALE,1990,Man,Elephant,Spaceship,2,True,True
42664,5,SACC,2.501999855041504,0.2,714.494,212110.575,206536.431,304506.636,1602.4,193.5,888.0,205.1,20210817141100389,202108171411003,MALE,1990,Man,Elephant,Spaceship,2,True,True
42665,6,FIXA,2.70199990272522,2.035,1098.382,50235.436,44581.383,121597.981,888.0,205.1,122.1,992.4,20210817141100389,202108171411003,MALE,1990,Man,Elephant,Spaceship,2,True,True
42666,7,SACC,4.736999988555908,0.168,509.201,180209.536,184394.026,223998.176,122.1,992.4,619.3,882.5,20210817141100389,202108171411003,MALE,1990,Man,Elephant,Spaceship,2,True,True
42667,8,FIXA,4.9049999713897705,0.367,326.429,54042.264,47029.507,122458.996,619.3,882.5,937.3,808.8,20210817141100389,202108171411003,MALE,1990,Man,Elephant,Spaceship,2,True,True
42668,9,SACC,5.271999835968018,0.166,478.584,173102.189,177611.639,202972.514,937.3,808.8,1409.6,731.5,20210817141100389,202108171411003,MALE,1990,Man,Elephant,Spaceship,2,True,True
42669,10,FIXA,5.437999963760376,0.601,303.477,44391.215,40209.975,111613.55,1409.6,731.5,1711.6,701.6,20210817141100389,202108171411003,MALE,1990,Man,Elephant,Spaceship,2,True,True
42670,11,none,6.038999795913696,0.033,73.597,132539.424,132539.424,133999.477,1711.6,701.6,1644.0,730.7,20210817141100389,202108171411003,MALE,1990,Man,Elephant,Spaceship,2,True,True
42671,12,FIXA,6.071999788284302,0.184,329.923,106757.328,102154.287,126241.899,1644.0,730.7,1330.6,833.8,20210817141100389,202108171411003,MALE,1990,Man,Elephant,Spaceship,2,True,True
42672,13,none,6.255999803543091,0.05,109.948,138773.022,139931.597,149533.579,1330.6,833.8,1220.8,839.5,20210817141100389,202108171411003,MALE,1990,Man,Elephant,Spaceship,2,True,True
42673,14,FIXA,6.305999994277954,0.734,519.512,51718.573,42213.268,113492.851,1220.8,839.5,709.9,745.3,20210817141100389,202108171411003,MALE,1990,Man,Elephant,Spaceship,2,True,True
42674,15,SACC,7.039999961853027,0.117,311.915,158541.642,160743.195,183373.437,709.9,745.3,1017.7,795.8,20210817141100389,202108171411003,MALE,1990,Man,Elephant,Spaceship,2,True,True
42675,16,FIXA,7.156999826431274,0.801,92.685,46330.115,40137.183,119162.384,1017.7,795.8,1057.3,712.0,20210817141100389,202108171411003,MALE,1990,Man,Elephant,Spaceship,2,True,True
42676,17,SACC,7.95799994468689,0.166,500.062,178860.878,184612.342,214861.247,1057.3,712.0,585.0,547.7,20210817141100389,202108171411003,MALE,1990,Man,Elephant,Spaceship,2,True,True
42677,18,FIXA,8.123999834060669,1.869,401.277,26923.663,18606.359,120743.924,585.0,547.7,376.9,204.6,20210817141100389,202108171411003,MALE,1990,Man,Elephant,Spaceship,2,True,True
42788,0,FIXA,0.0169999599456787,3.236,588.619,51451.393,42724.111,145923.701,883.2,489.1,1333.4,868.3,20210818111527892,202108181115278,MALE,2001,WomanOnBoat,Turtle,Mermaid,2,True,True
42789,1,SACC,3.253000020980835,0.167,451.403,164062.095,162379.545,181994.549,1333.4,868.3,1312.1,417.4,20210818111527892,202108181115278,MALE,2001,WomanOnBoat,Turtle,Mermaid,2,True,True
42790,2,FIXA,3.419999837875366,0.15,251.395,103557.941,103872.272,139948.307,1312.1,417.4,1247.3,174.5,20210818111527892,202108181115278,MALE,2001,WomanOnBoat,Turtle,Mermaid,2,True,True
42791,3,SACC,3.569999933242798,0.167,547.13,201512.289,200273.433,262509.829,1247.3,174.5,717.6,311.5,20210818111527892,202108181115278,MALE,2001,WomanOnBoat,Turtle,Mermaid,2,True,True
42792,4,FIXA,3.736999988555908,2.836,286.295,56185.789,57156.763,139385.181,717.6,311.5,780.5,590.8,20210818111527892,202108181115278,MALE,2001,WomanOnBoat,Turtle,Mermaid,2,True,True
42793,5,SACC,6.572999954223633,0.1,265.433,160765.515,160760.382,170556.514,780.5,590.8,570.7,753.4,20210818111527892,202108181115278,MALE,2001,WomanOnBoat,Turtle,Mermaid,2,True,True
42794,6,FIXA,6.672999858856201,1.285,305.139,51785.809,37824.467,147844.085,570.7,753.4,452.7,472.0,20210818111527892,202108181115278,MALE,2001,WomanOnBoat,Turtle,Mermaid,2,True,True
42795,7,SACC,7.95799994468689,0.066,167.153,151156.408,150324.925,156203.298,452.7,472.0,618.7,452.4,20210818111527892,202108181115278,MALE,2001,WomanOnBoat,Turtle,Mermaid,2,True,True
42796,8,FIXA,8.0239999294281,1.969,510.851,62623.295,54115.995,146808.005,618.7,452.4,1058.2,192.0,20210818111527892,202108181115278,MALE,2001,WomanOnBoat,Turtle,Mermaid,2,True,True
42863,0,FIXA,0.0160000324249267,0.801,111.432,39648.123,40646.491,94183.287,935.9,426.7,824.8,435.3,20210818124828132,202108181248281,MALE,1974,WomanOnBoat,Pierce,Mermaid,2,True,True
42864,1,SACC,0.8169999122619629,0.1,220.074,133799.444,132725.897,146728.914,824.8,435.3,671.4,277.5,20210818124828132,202108181248281,MALE,1974,WomanOnBoat,Pierce,Mermaid,2,True,True
42865,2,FIXA,0.9170000553131104,0.267,158.185,59481.076,58829.46,102698.999,671.4,277.5,599.5,136.6,20210818124828132,202108181248281,MALE,1974,WomanOnBoat,Pierce,Mermaid,2,True,True
42866,3,none,1.184000015258789,0.033,59.245,108116.866,108116.866,108430.928,599.5,136.6,658.7,138.9,20210818124828132,202108181248281,MALE,1974,WomanOnBoat,Pierce,Mermaid,2,True,True
42867,4,FIXA,1.2170000076293943,0.55,392.835,45734.31,30375.478,101200.39,658.7,138.9,1024.7,281.6,20210818124828132,202108181248281,MALE,1974,WomanOnBoat,Pierce,Mermaid,2,True,True
42868,5,none,1.7669999599456787,0.034,55.02,98555.915,98555.915,100017.35,1024.7,281.6,1067.8,315.8,20210818124828132,202108181248281,MALE,1974,WomanOnBoat,Pierce,Mermaid,2,True,True
42869,6,FIXA,1.8010001182556152,0.133,161.525,74427.095,70097.101,92633.168,1067.8,315.8,1192.8,418.1,20210818124828132,202108181248281,MALE,1974,WomanOnBoat,Pierce,Mermaid,2,True,True
42870,7,SACC,1.934000015258789,0.117,229.92,116447.15,112390.63,134487.347,1192.8,418.1,1300.0,621.5,20210818124828132,202108181248281,MALE,1974,WomanOnBoat,Pierce,Mermaid,2,True,True
42871,8,FIXA,2.0510001182556152,0.601,271.103,32599.262,24725.574,87290.271,1300.0,621.5,1333.7,890.5,20210818124828132,202108181248281,MALE,1974,WomanOnBoat,Pierce,Mermaid,2,True,True
42872,9,SACC,2.6519999504089355,0.133,259.06,116345.389,120654.268,129181.283,1333.7,890.5,1089.9,802.9,20210818124828132,202108181248281,MALE,1974,WomanOnBoat,Pierce,Mermaid,2,True,True
42873,10,FIXA,2.7850000858306885,1.752,568.528,26408.018,20913.862,91647.843,1089.9,802.9,740.0,354.8,20210818124828132,202108181248281,MALE,1974,WomanOnBoat,Pierce,Mermaid,2,True,True
42874,11,SACC,4.536999940872192,0.134,251.0,113468.865,116539.573,127829.284,740.0,354.8,491.1,387.2,20210818124828132,202108181248281,MALE,1974,WomanOnBoat,Pierce,Mermaid,2,True,True
42875,12,FIXA,4.671000003814697,0.984,280.817,33673.657,24486.171,87604.878,491.1,387.2,316.2,167.5,20210818124828132,202108181248281,MALE,1974,WomanOnBoat,Pierce,Mermaid,2,True,True
42876,13,SACC,5.6549999713897705,0.434,916.217,126737.526,130523.661,170491.54,316.2,167.5,1231.2,214.7,20210818124828132,202108181248281,MALE,1974,WomanOnBoat,Pierce,Mermaid,2,True,True
42877,14,FIXA,6.08899998664856,2.218,305.28,27097.846,20752.42,91564.476,1231.2,214.7,1518.4,318.2,20210818124828132,202108181248281,MALE,1974,WomanOnBoat,Pierce,Mermaid,2,True,True
42878,15,SACC,8.306999921798706,0.134,244.431,110387.191,109170.304,131420.476,1518.4,318.2,1696.7,485.4,20210818124828132,202108181248281,MALE,1974,WomanOnBoat,Pierce,Mermaid,2,True,True
42879,16,FIXA,8.440999984741211,1.552,187.547,17505.317,13533.053,80873.794,1696.7,485.4,1728.1,670.3,20210818124828132,202108181248281,MALE,1974,WomanOnBoat,Pierce,Mermaid,2,True,True
43265,0,FIXA,0.0169999599456787,0.833,228.263,28388.226,19662.131,99856.551,778.9,423.7,978.8,533.9,20210819143926520,202108191439265,MALE,1948,WomanOnBoat,Turtle,Woman,2,True,True
43266,1,SACC,0.8499999046325684,0.267,651.573,166087.091,151382.722,240605.959,978.8,533.9,334.7,632.3,20210819143926520,202108191439265,MALE,1948,WomanOnBoat,Turtle,Woman,2,True,True
43267,2,FIXA,1.116999864578247,0.283,184.163,54863.357,53976.943,98900.938,334.7,632.3,252.3,797.0,20210819143926520,202108191439265,MALE,1948,WomanOnBoat,Turtle,Woman,2,True,True
43268,3,SACC,1.3999998569488523,0.184,437.532,146294.952,151633.598,168641.526,252.3,797.0,529.4,458.4,20210819143926520,202108191439265,MALE,1948,WomanOnBoat,Turtle,Woman,2,True,True
43269,4,FIXA,1.5839998722076416,1.169,544.819,42011.432,38603.183,99692.166,529.4,458.4,1061.9,343.2,20210819143926520,202108191439265,MALE,1948,WomanOnBoat,Turtle,Woman,2,True,True
43270,5,SACC,2.752999782562256,0.182,457.439,149076.434,149836.699,187506.862,1061.9,343.2,1515.4,403.1,20210819143926520,202108191439265,MALE,1948,WomanOnBoat,Turtle,Woman,2,True,True
43271,6,FIXA,2.934999942779541,0.284,127.19,49791.969,43784.872,94406.407,1515.4,403.1,1628.8,460.7,20210819143926520,202108191439265,MALE,1948,WomanOnBoat,Turtle,Woman,2,True,True
43272,7,SACC,3.2189998626708984,0.1,201.014,122918.3,124961.501,134989.717,1628.8,460.7,1428.4,476.4,20210819143926520,202108191439265,MALE,1948,WomanOnBoat,Turtle,Woman,2,True,True
43273,8,FIXA,3.318999767303467,0.434,188.826,40437.151,32242.375,99715.364,1428.4,476.4,1241.5,449.5,20210819143926520,202108191439265,MALE,1948,WomanOnBoat,Turtle,Woman,2,True,True
43274,9,SACC,3.752999782562256,0.1,201.972,122915.91,124351.117,133098.465,1241.5,449.5,1424.9,364.9,20210819143926520,202108191439265,MALE,1948,WomanOnBoat,Turtle,Woman,2,True,True
43275,10,FIXA,3.8529999256134033,1.235,343.642,23473.844,15834.741,97624.359,1424.9,364.9,1687.8,143.6,20210819143926520,202108191439265,MALE,1948,WomanOnBoat,Turtle,Woman,2,True,True
43276,11,SACC,5.0879998207092285,0.267,896.852,203752.054,194345.736,315971.35,1687.8,143.6,791.6,109.4,20210819143926520,202108191439265,MALE,1948,WomanOnBoat,Turtle,Woman,2,True,True
43277,12,FIXA,5.354999780654907,1.501,519.008,37493.622,30660.869,99203.691,791.6,109.4,360.7,398.7,20210819143926520,202108191439265,MALE,1948,WomanOnBoat,Turtle,Woman,2,True,True
43278,13,none,6.855999946594238,0.034,60.368,112277.645,112277.645,118023.354,360.7,398.7,420.9,403.2,20210819143926520,202108191439265,MALE,1948,WomanOnBoat,Turtle,Woman,2,True,True
43279,14,FIXA,6.889999866485596,0.867,749.688,56416.867,52418.676,97786.134,420.9,403.2,1122.0,668.7,20210819143926520,202108191439265,MALE,1948,WomanOnBoat,Turtle,Woman,2,True,True
43280,15,SACC,7.756999969482422,0.25,710.639,189962.476,193624.059,248448.236,1122.0,668.7,427.2,817.9,20210819143926520,202108191439265,MALE,1948,WomanOnBoat,Turtle,Woman,2,True,True
43281,16,FIXA,8.006999969482422,0.434,110.621,35470.462,18817.851,94623.639,427.2,817.9,361.1,906.6,20210819143926520,202108191439265,MALE,1948,WomanOnBoat,Turtle,Woman,2,True,True
43282,17,SACC,8.440999984741211,0.167,426.443,155643.379,159875.417,191566.176,361.1,906.6,691.1,636.5,20210819143926520,202108191439265,MALE,1948,WomanOnBoat,Turtle,Woman,2,True,True
43283,18,FIXA,8.607999801635742,1.284,492.715,28233.062,22951.902,98699.404,691.1,636.5,759.1,148.5,20210819143926520,202108191439265,MALE,1948,WomanOnBoat,Turtle,Woman,2,True,True
43337,0,FIXA,0.0169999599456787,1.183,555.639,34947.269,32742.63,75562.739,860.2,602.7,1336.1,889.5,20210819151241713,202108191512417,FEMALE,1999,Pierce,FatherSonBoat,Elephant,2,True,True
43338,1,SACC,1.2000000476837158,0.117,191.163,97387.74,97156.223,107836.498,1336.1,889.5,1508.4,806.7,20210819151241713,202108191512417,FEMALE,1999,Pierce,FatherSonBoat,Elephant,2,True,True
43339,2,FIXA,1.316999912261963,0.618,259.902,27216.151,18896.411,83582.823,1508.4,806.7,1729.2,669.6,20210819151241713,202108191512417,FEMALE,1999,Pierce,FatherSonBoat,Elephant,2,True,True
43340,3,SACC,1.934999942779541,0.117,222.2,114633.655,114516.49,130143.431,1729.2,669.6,1729.0,447.4,20210819151241713,202108191512417,FEMALE,1999,Pierce,FatherSonBoat,Elephant,2,True,True
43341,4,FIXA,2.052000045776367,0.9,286.831,29804.564,24853.661,82765.983,1729.0,447.4,1478.6,307.5,20210819151241713,202108191512417,FEMALE,1999,Pierce,FatherSonBoat,Elephant,2,True,True
