,id,fixations,fixmap,aim_nss,aim_auc,aim_ig,aim_cc,aim_kl,aim_sauc,aim_sim,rare_nss,rare_auc,rare_ig,rare_cc,rare_kl,rare_sauc,rare_sim,qss_nss,qss_auc,qss_ig,qss_cc,qss_kl,qss_sauc,qss_sim,lds_nss,lds_auc,lds_ig,lds_cc,lds_kl,lds_sauc,lds_sim,imsig_nss,imsig_auc,imsig_ig,imsig_cc,imsig_kl,imsig_sauc,imsig_sim,gbvs_nss,gbvs_auc,gbvs_ig,gbvs_cc,gbvs_kl,gbvs_sauc,gbvs_sim,gauss_nss,gauss_auc,gauss_ig,gauss_cc,gauss_kl,gauss_sauc,gauss_sim,fes_nss,fes_auc,fes_ig,fes_cc,fes_kl,fes_sauc,fes_sim,dva_nss,dva_auc,dva_ig,dva_cc,dva_kl,dva_sauc,dva_sim,cvs_nss,cvs_auc,cvs_ig,cvs_cc,cvs_kl,cvs_sauc,cvs_sim,cas_nss,cas_auc,cas_ig,cas_cc,cas_kl,cas_sauc,cas_sim,dgi_nss,dgi_auc,dgi_ig,dgi_cc,dgi_kl,dgi_sauc,dgi_sim,dgiie_nss,dgiie_auc,dgiie_ig,dgiie_cc,dgiie_kl,dgiie_sauc,dgiie_sim,dgii_nss,dgii_auc,dgii_ig,dgii_cc,dgii_kl,dgii_sauc,dgii_sim,icf_nss,icf_auc,icf_ig,icf_cc,icf_kl,icf_sauc,icf_sim,DoB,Gender
376,2.0211E+14,"[[875.1, 631.1], [1337.4, 871.8], [1711.1, 171.2], [197.4, 76.8], [342.5, 973.1], [813.8, 504.8], [183.8, 415.7], [1190.4, 390.3], [1176.1, 561.8]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",-0.255219043,0.385152433,-2.380213444,-0.005473553,5.056364,0.395891775,0.000388043,0.139475549,0.490480295,-2.525907753,0.003445162,5.2774177,0.437278936,0.000488273,0.134922811,0.526093624,-2.359541811,0.002819274,5.143288,0.481237549,0.000464559,0.626613063,0.516180055,-2.387670541,0.012974434,5.70929,0.51754279,0.000791634,0.236951255,0.53822382,-2.215193879,0.004946237,5.0950885,0.477446437,0.000480285,0.081398631,0.529939099,-2.444266449,0.00169158,5.286053,0.447280156,0.000456663,0.996199971,0.504029039,-2.374647589,0.020663595,6.7377844,0.590265073,0.001561982,0.571020274,0.497997195,-2.525539634,0.011840471,5.812892,0.511088751,0.000774993,0.132588498,0.475932075,-2.542875102,0.002692486,5.467048,0.447148026,0.000488762,0.979884645,0.543792972,-2.503100737,0.02029969,6.386886,0.522553563,0.001423267,0.124868416,0.489496759,-2.368482614,0.002597017,5.1564136,0.431241615,0.00046189,0.143759032,0.561550726,-2.244290694,0.003002593,5.063551,0.52595845,0.000454544,0.143759032,0.561550726,-2.244290694,0.003002593,5.063551,0.52595845,0.000454544,0.143759032,0.561550726,-2.244290694,0.003002593,5.063551,0.52595845,0.000454544,0.15617624,0.542637386,-2.220482956,0.002812458,4.979193,0.484703419,0.000436091,2001,MALE
377,2.0211E+14,"[[939.2, 889.9], [427.3, 913.6], [786.8, 594.1], [178.6, 867.6], [418.8, 287.1], [1354.3, 287.0], [277.5, 471.7], [383.4, 899.8], [1286.2, 826.2], [1092.8, 260.4], [941.5, 858.3]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0.690470875,0.666399513,-1.871126693,0.015709086,5.252334,0.686649702,0.000659051,0.45616588,0.629269668,-1.978077627,0.010537406,5.473858,0.580189934,0.000722408,0.586351023,0.680516146,-1.859496548,0.013424372,5.339623,0.627631973,0.000707126,0.337702672,0.591867457,-2.159457465,0.007706478,5.9090714,0.569021721,0.000763064,0.528981083,0.659323396,-1.896142091,0.012122031,5.292201,0.619207997,0.000661664,0.378422105,0.615146275,-1.928215198,0.008644837,5.4826856,0.526668995,0.000675813,-0.025815826,0.324085212,-3.62003725,-0.000567632,6.950827,0.453073546,0.000491287,0.241541525,0.346965619,-2.323998709,0.005584777,6.0131936,0.570784685,0.000705503,0.747939993,0.6883049,-1.618753778,0.017121897,5.6607513,0.686682966,0.000938153,0.257158852,0.348692903,-2.944677871,0.005902213,6.593662,0.521945581,0.000844894,0.478070944,0.654298766,-1.88154966,0.0110077,5.353126,0.605461863,0.000674687,0.763684562,0.745027158,-1.828102457,0.017414958,5.2600684,0.714724079,0.00068248,0.763684562,0.745027158,-1.828102457,0.017414958,5.2600684,0.714724079,0.00068248,0.763684562,0.745027158,-1.828102457,0.017414958,5.2600684,0.714724079,0.00068248,0.60996383,0.688891293,-2.038295397,0.014000384,5.177051,0.625286898,0.000558706,2011,MALE
379,2.0211E+14,"[[487.4, 197.8], [1039.6, 136.8], [1599.8, 325.1], [856.4, 679.5], [205.4, 939.1], [732.3, 384.4], [350.6, 475.8], [1625.6, 271.1]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",-0.131334341,0.423350137,-2.605073808,-0.002687631,4.939761,0.427780827,0.000362835,0.066656733,0.421107323,-2.988209366,0.000537201,5.161733,0.363851537,0.000390853,-0.051817355,0.433997515,-2.734419941,-0.001109987,5.0275745,0.383861599,0.000369502,0.377648393,0.496356204,-2.943647979,0.007352478,5.5951176,0.468555617,0.000575471,0.309655986,0.57233125,-2.418529867,0.006044838,4.9786763,0.506460392,0.00044014,0.332187319,0.602741168,-2.44790995,0.006505452,5.168853,0.513824094,0.000478667,0.035476447,0.491594772,-3.761379598,0.000678013,6.635424,0.461889407,0.000417315,0.349358553,0.264725787,-3.19388759,0.006804996,5.6985865,0.460711672,0.000569192,0.094317096,0.441163466,-2.933041214,0.001851226,5.350996,0.402476674,0.000420335,0.467095168,0.442076014,-3.28394091,0.009151165,6.2778344,0.437351354,0.000804432,0.374258039,0.564822943,-2.46644461,0.007213566,5.039446,0.507146451,0.000465589,-0.169410244,0.447531088,-2.635399221,-0.003428933,4.9478807,0.406775979,0.000355965,-0.169410244,0.447531088,-2.635399221,-0.003428933,4.9478807,0.406775979,0.000355965,-0.169410244,0.447531088,-2.635399221,-0.003428933,4.9478807,0.406775979,0.000355965,0.32883394,0.572712041,-2.460824608,0.006164291,4.8627963,0.506734815,0.000394707,1974,MALE
381,2.0211E+14,"[[850.8, 623.3], [1219.6, 722.5], [221.5, 207.4], [814.5, 721.9], [269.8, 908.2], [381.6, 427.2], [1668.3, 280.4], [834.2, 703.1], [1312.6, 849.2], [1694.6, 601.7]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0.255968358,0.527175615,-2.639706747,0.005598859,5.1593156,0.539826167,0.000523203,0.901182326,0.649133846,-2.400785581,0.019703667,5.37776,0.596925892,0.000828655,0.852425872,0.664060728,-2.392525045,0.018639675,5.2447324,0.621747484,0.000718117,0.845435116,0.587710109,-2.602284757,0.018537005,5.811026,0.576806953,0.001022358,0.748215362,0.68011199,-2.398902837,0.016426761,5.1975565,0.63568161,0.000653601,0.667599676,0.670529333,-2.357012311,0.014598165,5.387381,0.596184812,0.000719636,0.331184782,0.390755867,-3.330495397,0.007235262,6.8509364,0.54095151,0.00089563,0.948094882,0.41061955,-2.451651899,0.020793686,5.913221,0.638508692,0.001116332,1.084201752,0.646007475,-2.190100805,0.023638112,5.5649495,0.640027447,0.001020862,1.037956792,0.545658673,-2.842694608,0.022700416,6.488692,0.571903019,0.001648562,0.539642736,0.595050958,-2.542572347,0.011805229,5.2589426,0.544199451,0.000630263,0.405837894,0.659349126,-2.546697561,0.008873862,5.1669574,0.619871912,0.000554064,0.405837894,0.659349126,-2.546697561,0.008873862,5.1669574,0.619871912,0.000554064,0.405837894,0.659349126,-2.546697561,0.008873862,5.1669574,0.619871912,0.000554064,0.39281008,0.600441535,-2.64636244,0.00857975,5.0830865,0.555663312,0.000497182,2010,MALE
383,2.0211E+14,"[[1151.6, 560.3], [1076.6, 803.8], [483.6, 220.8], [868.2, 256.7], [1621.8, 341.3], [913.5, 64.5], [213.9, 345.8], [302.6, 1028.2]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",-0.489016488,0.306728032,-2.634846544,-0.009488781,4.9403872,0.326141145,0.000313581,-0.289021105,0.421029729,-2.954323148,-0.005808935,5.1630187,0.363451336,0.000289796,-0.154392939,0.442168089,-2.645764446,-0.003058304,5.027861,0.388149469,0.00034704,-0.10542191,0.420957444,-3.161855554,-0.00202553,5.598252,0.398394621,0.000329082,-0.112419952,0.474235304,-2.498572444,-0.002235507,4.9796853,0.403185602,0.000360908,-0.052402037,0.497031142,-2.636100864,-0.00105509,5.170278,0.400567142,0.000366669,0.127146031,0.499239322,-3.625747298,0.002472473,6.6342444,0.508004025,0.000509991,-0.237393063,0.414650702,-3.510578965,-0.004662726,5.702594,0.382546652,0.00025424,-0.343218129,0.36423611,-3.200844859,-0.006653807,5.3532195,0.320023783,0.000245584,-0.182722837,0.514518527,-3.588856076,-0.003551969,6.2852907,0.43294914,0.00021845,-0.076119932,0.476052194,-2.541210031,-0.001522161,5.0407286,0.414414105,0.000364723,0.13360508,0.486565743,-2.390289401,0.002654611,4.947286,0.453325101,0.000402686,0.13360508,0.486565743,-2.390289401,0.002654611,4.947286,0.453325101,0.000402686,0.13360508,0.486565743,-2.390289401,0.002654611,4.947286,0.453325101,0.000402686,-0.030119427,0.458941618,-2.383802747,-0.001032953,4.8629813,0.390070435,0.000380219,1980,FEMALE
384,2.0211E+14,"[[784.7, 546.2], [1393.2, 818.8], [1404.0, 327.4], [779.8, 301.3], [345.4, 896.7], [825.2, 640.9], [388.4, 952.0]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0.88702186,0.739722511,-2.010957464,0.015945734,4.806319,0.767811406,0.000442533,1.230137278,0.766943164,-1.683956438,0.02237527,5.025783,0.709829596,0.000667813,1.388373906,0.847024883,-1.656970179,0.025359901,4.8921113,0.803800115,0.000608002,1.420596787,0.685352516,-1.675037403,0.02593123,5.4576454,0.688359208,0.000971819,1.342190021,0.822280975,-1.780489259,0.024495327,4.844804,0.803486488,0.000553767,0.978873872,0.743898782,-1.849202039,0.017892494,5.0351048,0.688685902,0.000582449,0.679275736,0.309013476,-2.698149836,0.012417673,6.496417,0.615872145,0.000934426,1.18864521,0.458376612,-1.837286832,0.021763045,5.5620294,0.703008207,0.000893627,1.417561923,0.791927386,-1.35038078,0.025930387,5.2133226,0.808230098,0.000832899,1.408882093,0.458011135,-2.117249372,0.025785544,6.1372304,0.628025195,0.001447175,0.782094452,0.669138565,-2.005029425,0.01440121,4.906706,0.630743296,0.000490058,0.928590861,0.813536698,-1.983621071,0.01723325,4.814151,0.792052167,0.000458316,0.928590861,0.813536698,-1.983621071,0.01723325,4.814151,0.792052167,0.000458316,0.928590861,0.813536698,-1.983621071,0.01723325,4.814151,0.792052167,0.000458316,0.809087,0.750675773,-2.245140367,0.014968877,4.7307744,0.710482986,0.000362698,1986,FEMALE
385,2.0211E+14,"[[997.5, 800.4], [1216.7, 759.7], [916.4, 738.1], [790.7, 210.4], [1469.0, 107.7], [1617.5, 362.1], [1713.8, 13.3], [299.3, 37.9]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0.013974031,0.448929596,-2.013684274,-0.000180462,4.9395294,0.462015185,0.000380992,0.428921197,0.587794907,-1.894407512,0.008135,5.160194,0.533388218,0.000511841,0.511033287,0.553596624,-1.908952715,0.009990747,5.0259466,0.518717984,0.000497479,0.066518368,0.579880164,-2.467703821,0.001345054,5.597125,0.4448294,0.000417637,0.182283957,0.528189911,-2.027962448,0.003500152,4.9789863,0.485890048,0.000415791,0.208194029,0.518439574,-2.162872793,0.004088919,5.1693077,0.459133736,0.00044287,-0.15673397,0.466996766,-3.168780805,-0.003086148,6.637898,0.501200604,0.000222912,0.434250276,0.632784292,-2.302264454,0.008496227,5.6979966,0.510793999,0.000615641,0.553573927,0.640506557,-2.066127302,0.010785955,5.34866,0.519266831,0.000603915,0.016414938,0.595586017,-2.668555738,0.000325845,6.2830153,0.547017929,0.000397329,0.172449331,0.535762901,-2.088966133,0.003384606,5.0400085,0.480081412,0.000421379,-0.053975835,0.455430746,-2.204569818,-0.001085965,4.9476523,0.424007501,0.000373959,-0.053975835,0.455430746,-2.204569818,-0.001085965,4.9476523,0.424007501,0.000373959,-0.053975835,0.455430746,-2.204569818,-0.001085965,4.9476523,0.424007501,0.000373959,-0.1046938,0.491635319,-1.919711115,-0.002557956,4.86302,0.434538511,0.000377149,1978,MALE
386,2.0211E+14,"[[1192.3, 722.0], [1010.0, 208.6], [577.6, 169.6], [870.2, 738.9], [863.9, 589.3], [1258.4, 731.6], [1580.7, 487.5], [535.6, 113.4], [1027.2, 154.3], [818.6, -91.0]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0.340917868,0.568187937,-1.948074276,0.007463238,5.1591234,0.594401756,0.000538298,0.479638222,0.64424161,-1.889643605,0.010119785,5.3799324,0.593075375,0.000658034,0.41687416,0.594862316,-1.977820332,0.009081251,5.2462997,0.550987925,0.00059492,0.231908539,0.561061076,-2.258347256,0.005102631,5.816047,0.549597512,0.000627752,0.30865699,0.583199693,-1.965121586,0.00673218,5.198877,0.520362239,0.000549892,0.316215302,0.611596108,-1.974817211,0.006894164,5.389005,0.525695207,0.000592049,0.314625115,0.394509843,-2.828829319,0.006872131,6.8512025,0.535455543,0.000874663,0.550601873,0.452627019,-2.265152295,0.012099643,5.916616,0.558882181,0.000849386,0.376697985,0.559302307,-2.055144055,0.00819887,5.5694623,0.542343578,0.000666209,0.540461717,0.332524292,-2.394172413,0.011844644,6.4958124,0.56917307,0.001088716,0.565237986,0.691539099,-1.758099873,0.012425762,5.258841,0.64841749,0.000638274,-0.190573219,0.435360994,-2.246400196,-0.004214576,5.1683855,0.388474204,0.000441687,-0.190573219,0.435360994,-2.246400196,-0.004214576,5.1683855,0.388474204,0.000441687,-0.190573219,0.435360994,-2.246400196,-0.004214576,5.1683855,0.388474204,0.000441687,0.39759195,0.610500807,-2.008268864,0.008562221,5.0830874,0.547310648,0.000497143,2008,FEMALE
387,2.0211E+14,"[[1087.6, 529.5], [1371.4, 596.5], [1445.0, 807.8], [1605.5, 573.5], [1190.1, 323.6], [191.8, 541.4], [345.5, 962.4], [452.2, 239.9], [1123.9, 30.1], [1275.4, -0.0], [1441.7, 336.5]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",-0.051313123,0.571506847,-2.459899499,0.001398728,5.212202,0.500607059,0.000515568,-0.202496783,0.465889762,-2.670294791,-0.003312215,5.43545,0.410571134,0.000443386,-0.280161605,0.428626876,-2.586879847,-0.005502802,5.301174,0.376376276,0.000431106,0.045925232,0.592365475,-2.673548381,0.001783126,5.869724,0.502835712,0.000557723,-0.143070975,0.469491732,-2.428296639,-0.002246057,5.2525635,0.397989223,0.000479265,0.178198734,0.556333702,-2.365008904,0.005327354,5.44176,0.480041912,0.000594539,0.152684478,0.482001891,-3.546373831,0.003943047,6.9057317,0.471260353,0.00073773,-0.123447488,0.451905825,-2.967965849,-0.002184448,5.9746776,0.476399561,0.000435062,-0.229250217,0.501340578,-2.913956845,-0.004454554,5.625656,0.383461398,0.000398861,-0.16207857,0.478194862,-3.421561444,-0.00339267,6.5583296,0.464233443,0.000324269,-0.117958322,0.488117301,-2.503163194,-0.001189416,5.3135424,0.443668297,0.000488172,0.10256022,0.525005511,-2.25231165,0.003084828,5.220035,0.472657419,0.000531138,0.10256022,0.525005511,-2.25231165,0.003084828,5.220035,0.472657419,0.000531138,0.10256022,0.525005511,-2.25231165,0.003084828,5.220035,0.472657419,0.000531138,0.13978289,0.527928721,-2.269950463,0.003965425,5.1356735,0.462079633,0.000513103,1981,FEMALE
388,2.0211E+14,"[[1033.2, 591.0], [1553.6, 228.8], [194.2, 239.9], [1000.3, 591.7], [1394.7, 679.2], [1029.7, 246.9], [77.7, 200.5], [146.3, 761.9], [93.3, -44.9]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",-0.352091291,0.342086338,-2.398677726,-0.007356504,5.056548,0.349151164,0.00037358,-0.267431607,0.452565432,-2.624016344,-0.005758322,5.279396,0.374707736,0.000332829,-0.386430016,0.419534661,-2.570257087,-0.008037259,5.144977,0.368821795,0.000331808,-0.103602436,0.510304494,-3.071461896,-0.002191719,5.714667,0.381162956,0.000369011,-0.300286756,0.43024963,-2.467071222,-0.006321868,5.096543,0.367520586,0.000365926,-0.133429667,0.472623851,-2.582290338,-0.0027963,5.286951,0.382057538,0.000386151,0.804318118,0.439395653,-2.904019574,0.016651452,6.7405796,0.564054082,0.001342208,-0.163598297,0.495758749,-3.221108867,-0.003335852,5.818516,0.420107756,0.000332914,-0.311497687,0.406665877,-2.831162883,-0.006457341,5.469586,0.38056318,0.000289363,0.386741328,0.648473253,-3.000330084,0.008041033,6.394517,0.485625699,0.000823501,-0.395787113,0.386795015,-2.650366154,-0.008188257,5.158093,0.31936566,0.000329808,-0.142689316,0.398405235,-2.341495626,-0.0027896,5.0641503,0.354793128,0.000407363,-0.142689316,0.398405235,-2.341495626,-0.0027896,5.0641503,0.354793128,0.000407363,-0.142689316,0.398405235,-2.341495626,-0.0027896,5.0641503,0.354793128,0.000407363,-0.08629414,0.465751352,-2.212151534,-0.002063501,4.9793262,0.392843347,0.00042568,1996,MALE
389,2.0211E+14,"[[873.4, 764.7], [1496.5, 848.6], [1801.8, 610.7], [1570.5, 259.8], [208.1, 326.7], [305.4, 457.3], [297.3, 1052.4], [1342.3, 330.8], [1804.3, 535.8], [787.8, 585.0], [677.3, 176.2], [416.0, 412.8]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0.258949043,0.548120807,-1.798462701,0.006294723,5.339255,0.569368216,0.000629273,0.164358361,0.506711538,-2.111504706,0.003812142,5.561347,0.459476765,0.000647789,0.103361093,0.476106051,-2.064794374,0.00245848,5.4274206,0.433048238,0.000608157,0.189332851,0.580870101,-2.303040974,0.004559423,5.99616,0.481369679,0.000720146,0.238061251,0.537221463,-1.849138729,0.005664967,5.379019,0.466809977,0.000639831,0.301364129,0.589575734,-1.822124951,0.007242496,5.5688562,0.50910172,0.000704834,-0.003951331,0.507977471,-3.341192874,-7.94E-05,7.0363836,0.450085376,0.000568427,0.160432855,0.382610377,-2.637488835,0.00382684,6.099778,0.45861538,0.000702158,0.217406201,0.471373472,-2.178538792,0.005200161,5.7502637,0.454034029,0.000704295,0.251653714,0.434514643,-2.862766894,0.006017314,6.6793303,0.472306074,0.00091337,0.26761116,0.554503623,-1.869700266,0.006387235,5.4398046,0.499374924,0.000663764,0.369283665,0.601884726,-1.786744428,0.008892236,5.3469324,0.57131205,0.00065708,0.369283665,0.601884726,-1.786744428,0.008892236,5.3469324,0.57131205,0.00065708,0.369283665,0.601884726,-1.786744428,0.008892236,5.3469324,0.57131205,0.00065708,0.25538567,0.568698796,-1.841415398,0.006068884,5.263213,0.504893889,0.000588409,1982,MALE
390,2.0211E+14,"[[977.3, 117.4], [276.7, 364.5], [372.6, 925.2], [1323.9, 602.3], [1693.7, 544.4], [1641.0, 185.7], [188.9, 178.2], [312.8, 939.5], [1689.0, 569.4]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0.112398719,0.495915946,-2.138630538,0.002445459,5.0555887,0.506301581,0.000448869,-0.147408633,0.495295838,-2.501079548,-0.003127616,5.2788305,0.442371021,0.000377261,-0.32330658,0.425345487,-2.544560103,-0.006712706,5.144771,0.380381754,0.000348004,-0.404422109,0.384435511,-3.254556009,-0.008386882,5.7168636,0.349066959,0.000196375,-0.138227356,0.475008023,-2.269535477,-0.002853757,5.096095,0.410913933,0.000401123,-0.234305564,0.462466506,-2.475843206,-0.00483984,5.2873583,0.342541773,0.000354044,-0.283888554,0.605501715,-4.101294824,-0.005878228,6.756283,0.38423385,0.000108092,-0.387756834,0.288059365,-3.26793945,-0.008049273,5.820262,0.37857259,0.000195614,-0.126691635,0.462205319,-2.569593842,-0.002649344,5.4685283,0.443844778,0.000372349,-0.327515021,0.383665977,-3.875328476,-0.006815106,6.4037647,0.291051754,9.67E-05,-0.148585118,0.468926032,-2.346746645,-0.003131141,5.157307,0.406665447,0.00039174,0.062527411,0.515860934,-2.237981361,0.001245944,5.0637326,0.472384844,0.000440235,0.062527411,0.515860934,-2.237981361,0.001245944,5.0637326,0.472384844,0.000440235,0.062527411,0.515860934,-2.237981361,0.001245944,5.0637326,0.472384844,0.000440235,-0.18737361,0.384380751,-2.159700806,-0.003726894,4.9793715,0.310525674,0.000422129,1997,MALE
391,2.0211E+14,"[[763.5, 450.5], [786.5, 100.4], [1055.9, 366.5], [1377.8, 741.9], [922.1, 653.4], [1456.7, 503.7], [262.6, 101.8]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0.117366526,0.502612285,-1.904428421,0.002222483,4.8075027,0.509225864,0.000349567,0.9139792,0.683055341,-1.569278929,0.016672557,5.026864,0.629057551,0.000582866,0.561757477,0.67967705,-1.668484763,0.010170536,4.8941956,0.627097381,0.000444194,0.930898401,0.658406387,-1.470363284,0.016965254,5.46045,0.652161413,0.000751464,0.637184059,0.668336042,-1.679718774,0.011606772,4.846271,0.620079975,0.000438403,0.690657024,0.710942119,-1.622678151,0.012678364,5.036025,0.646934295,0.000510196,0.716450498,0.397223688,-1.865061835,0.013163892,6.4959593,0.681041242,0.000970477,1.063091065,0.408677442,-1.621897228,0.019383013,5.562808,0.596897705,0.000832481,0.374924793,0.592604291,-1.812618467,0.006944886,5.2179646,0.573741571,0.000467993,1.137375952,0.504493097,-1.570785462,0.020809372,6.139962,0.699061732,0.00123245,0.883350389,0.697618106,-1.573902069,0.016139639,4.906467,0.648358685,0.000508835,0.351418816,0.586032511,-1.803834309,0.006521844,4.8151293,0.546521353,0.000381365,0.351418816,0.586032511,-1.803834309,0.006521844,4.8151293,0.546521353,0.000381365,0.351418816,0.586032511,-1.803834309,0.006521844,4.8151293,0.546521353,0.000381365,0.6237627,0.706536983,-1.857127538,0.011461113,4.730858,0.656591396,0.000356093,2003,MALE
392,2.0211E+14,"[[876.9, 632.3], [1266.7, 655.3], [1699.0, 189.9], [870.3, 786.4], [1037.8, 474.7], [310.4, 504.9], [43.3, 542.6], [178.4, 860.9], [154.3, 232.5], [263.3, 149.2]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0.376686083,0.571710216,-2.081245763,0.008191511,5.159048,0.587495426,0.000544194,0.51125403,0.556871078,-2.172409208,0.010368838,5.379876,0.500347603,0.000662468,0.088632291,0.489508559,-2.339399488,0.001940316,5.247471,0.444310282,0.000502882,0.41749487,0.490906322,-2.573323018,0.009149001,5.814533,0.475933041,0.000746605,0.008958099,0.477395826,-2.286086614,0.00019808,5.1997666,0.404445664,0.000479992,0.248964704,0.577982064,-2.271261556,0.005454886,5.3893075,0.48669045,0.000568212,0.605602117,0.388250344,-2.794388158,0.013233452,6.8465314,0.54942371,0.001241959,0.574571301,0.516329189,-2.364713437,0.01257566,5.9164305,0.565889133,0.000864002,0.35683823,0.485822022,-2.390697439,0.00782439,5.569571,0.469721917,0.000657606,0.710951602,0.575475871,-2.657566793,0.015459531,6.493443,0.520243322,0.00127514,0.332911864,0.514850196,-2.222086103,0.007233636,5.2596946,0.454399927,0.00057125,0.255773163,0.555823033,-2.156338079,0.005661454,5.167309,0.518313209,0.000526482,0.255773163,0.555823033,-2.156338079,0.005661454,5.167309,0.518313209,0.000526482,0.255773163,0.555823033,-2.156338079,0.005661454,5.167309,0.518313209,0.000526482,0.3206875,0.581126052,-2.152428586,0.00727597,5.0831237,0.514946945,0.000494248,2011,MALE
